
 LIST ALL SELECTED NODES.   DSYS=      a

   NODE        X           Y           Z         THXY    THYZ    THZX
      451   -12.308      12.308      16.524        0.00    0.00    0.00
      452   -13.809      10.596      16.524        0.00    0.00    0.00
      453   -15.074      8.7029      16.524        0.00    0.00    0.00
      454   -16.081      6.6609      16.524        0.00    0.00    0.00
      455   -16.813      4.5049      16.524        0.00    0.00    0.00
      456   -17.257      2.2719      16.524        0.00    0.00    0.00
      457   -17.406      0.0000      16.524        0.00    0.00    0.00
      458   -17.257     -2.2719      16.524        0.00    0.00    0.00
      459   -16.813     -4.5049      16.524        0.00    0.00    0.00
      460   -16.081     -6.6609      16.524        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      461   -15.074     -8.7029      16.524        0.00    0.00    0.00
      462   -13.809     -10.596      16.524        0.00    0.00    0.00
      463   -12.308     -12.308      16.524        0.00    0.00    0.00
      464   -10.596     -13.809      16.524        0.00    0.00    0.00
      465   -8.7029     -15.074      16.524        0.00    0.00    0.00
      466   -6.6609     -16.081      16.524        0.00    0.00    0.00
      467   -4.5049     -16.813      16.524        0.00    0.00    0.00
      468   -2.2719     -17.257      16.524        0.00    0.00    0.00
      469    0.0000     -17.406      16.524        0.00    0.00    0.00
      470    2.2719     -17.257      16.524        0.00    0.00    0.00
      471    4.5049     -16.813      16.524        0.00    0.00    0.00
      472    6.6609     -16.081      16.524        0.00    0.00    0.00
      473    8.7029     -15.074      16.524        0.00    0.00    0.00
      474    10.596     -13.809      16.524        0.00    0.00    0.00
      475    12.308     -12.308      16.524        0.00    0.00    0.00
      476    13.809     -10.596      16.524        0.00    0.00    0.00
      477    15.074     -8.7029      16.524        0.00    0.00    0.00
      478    16.081     -6.6609      16.524        0.00    0.00    0.00
      479    16.813     -4.5049      16.524        0.00    0.00    0.00
      480    17.257     -2.2719      16.524        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      481    15.378      0.0000      18.426        0.00    0.00    0.00
      482    15.246      2.0072      18.426        0.00    0.00    0.00
      483    14.854      3.9801      18.426        0.00    0.00    0.00
      484    14.207      5.8849      18.426        0.00    0.00    0.00
      485    13.318      7.6890      18.426        0.00    0.00    0.00
      486    12.200      9.3615      18.426        0.00    0.00    0.00
      487    10.874      10.874      18.426        0.00    0.00    0.00
      488    9.3615      12.200      18.426        0.00    0.00    0.00
      489    7.6890      13.318      18.426        0.00    0.00    0.00
      490    5.8849      14.207      18.426        0.00    0.00    0.00
      491    3.9801      14.854      18.426        0.00    0.00    0.00
      492    2.0072      15.246      18.426        0.00    0.00    0.00
      493    0.0000      15.378      18.426        0.00    0.00    0.00
      494   -2.0072      15.246      18.426        0.00    0.00    0.00
      495   -3.9801      14.854      18.426        0.00    0.00    0.00
      496   -5.8849      14.207      18.426        0.00    0.00    0.00
      497   -7.6890      13.318      18.426        0.00    0.00    0.00
      498   -9.3615      12.200      18.426        0.00    0.00    0.00
      499   -10.874      10.874      18.426        0.00    0.00    0.00
      500   -12.200      9.3615      18.426        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      501   -13.318      7.6890      18.426        0.00    0.00    0.00
      502   -14.207      5.8849      18.426        0.00    0.00    0.00
      503   -14.854      3.9801      18.426        0.00    0.00    0.00
      504   -15.246      2.0072      18.426        0.00    0.00    0.00
      505   -15.378      0.0000      18.426        0.00    0.00    0.00
      506   -15.246     -2.0072      18.426        0.00    0.00    0.00
      507   -14.854     -3.9801      18.426        0.00    0.00    0.00
      508   -14.207     -5.8849      18.426        0.00    0.00    0.00
      509   -13.318     -7.6890      18.426        0.00    0.00    0.00
      510   -12.200     -9.3615      18.426        0.00    0.00    0.00
      511   -10.874     -10.874      18.426        0.00    0.00    0.00
      512   -9.3615     -12.200      18.426        0.00    0.00    0.00
      513   -7.6890     -13.318      18.426        0.00    0.00    0.00
      514   -5.8849     -14.207      18.426        0.00    0.00    0.00
      515   -3.9801     -14.854      18.426        0.00    0.00    0.00
      516   -2.0072     -15.246      18.426        0.00    0.00    0.00
      517    0.0000     -15.378      18.426        0.00    0.00    0.00
      518    2.0072     -15.246      18.426        0.00    0.00    0.00
      519    3.9801     -14.854      18.426        0.00    0.00    0.00
      520    5.8849     -14.207      18.426        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      521    7.6890     -13.318      18.426        0.00    0.00    0.00
      522    9.3615     -12.200      18.426        0.00    0.00    0.00
      523    10.874     -10.874      18.426        0.00    0.00    0.00
      524    12.200     -9.3615      18.426        0.00    0.00    0.00
      525    13.318     -7.6890      18.426        0.00    0.00    0.00
      526    14.207     -5.8849      18.426        0.00    0.00    0.00
      527    14.854     -3.9801      18.426        0.00    0.00    0.00
      528    15.246     -2.0072      18.426        0.00    0.00    0.00
      529    13.144      0.0000      20.081        0.00    0.00    0.00
      530    13.031      1.7156      20.081        0.00    0.00    0.00
      531    12.696      3.4018      20.081        0.00    0.00    0.00
      532    12.143      5.0299      20.081        0.00    0.00    0.00
      533    11.383      6.5719      20.081        0.00    0.00    0.00
      534    10.428      8.0014      20.081        0.00    0.00    0.00
      535    9.2940      9.2940      20.081        0.00    0.00    0.00
      536    8.0014      10.428      20.081        0.00    0.00    0.00
      537    6.5719      11.383      20.081        0.00    0.00    0.00
      538    5.0299      12.143      20.081        0.00    0.00    0.00
      539    3.4018      12.696      20.081        0.00    0.00    0.00
      540    1.7156      13.031      20.081        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      541    0.0000      13.144      20.081        0.00    0.00    0.00
      542   -1.7156      13.031      20.081        0.00    0.00    0.00
      543   -3.4018      12.696      20.081        0.00    0.00    0.00
      544   -5.0299      12.143      20.081        0.00    0.00    0.00
      545   -6.5719      11.383      20.081        0.00    0.00    0.00
      546   -8.0014      10.428      20.081        0.00    0.00    0.00
      547   -9.2940      9.2940      20.081        0.00    0.00    0.00
      548   -10.428      8.0014      20.081        0.00    0.00    0.00
      549   -11.383      6.5719      20.081        0.00    0.00    0.00
      550   -12.143      5.0299      20.081        0.00    0.00    0.00
      551   -12.696      3.4018      20.081        0.00    0.00    0.00
      552   -13.031      1.7156      20.081        0.00    0.00    0.00
      553   -13.144      0.0000      20.081        0.00    0.00    0.00
      554   -13.031     -1.7156      20.081        0.00    0.00    0.00
      555   -12.696     -3.4018      20.081        0.00    0.00    0.00
      556   -12.143     -5.0299      20.081        0.00    0.00    0.00
      557   -11.383     -6.5719      20.081        0.00    0.00    0.00
      558   -10.428     -8.0014      20.081        0.00    0.00    0.00
      559   -9.2940     -9.2940      20.081        0.00    0.00    0.00
      560   -8.0014     -10.428      20.081        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      561   -6.5719     -11.383      20.081        0.00    0.00    0.00
      562   -5.0299     -12.143      20.081        0.00    0.00    0.00
      563   -3.4018     -12.696      20.081        0.00    0.00    0.00
      564   -1.7156     -13.031      20.081        0.00    0.00    0.00
      565    0.0000     -13.144      20.081        0.00    0.00    0.00
      566    1.7156     -13.031      20.081        0.00    0.00    0.00
      567    3.4018     -12.696      20.081        0.00    0.00    0.00
      568    5.0299     -12.143      20.081        0.00    0.00    0.00
      569    6.5719     -11.383      20.081        0.00    0.00    0.00
      570    8.0014     -10.428      20.081        0.00    0.00    0.00
      571    9.2940     -9.2940      20.081        0.00    0.00    0.00
      572    10.428     -8.0014      20.081        0.00    0.00    0.00
      573    11.383     -6.5719      20.081        0.00    0.00    0.00
      574    12.143     -5.0299      20.081        0.00    0.00    0.00
      575    12.696     -3.4018      20.081        0.00    0.00    0.00
      576    13.031     -1.7156      20.081        0.00    0.00    0.00
      577    10.733      0.0000      21.466        0.00    0.00    0.00
      578    10.641      1.4010      21.466        0.00    0.00    0.00
      579    10.367      2.7779      21.466        0.00    0.00    0.00
      580    9.9161      4.1074      21.466        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      581    9.2951      5.3666      21.466        0.00    0.00    0.00
      582    8.5151      6.5339      21.466        0.00    0.00    0.00
      583    7.5895      7.5895      21.466        0.00    0.00    0.00
      584    6.5339      8.5151      21.466        0.00    0.00    0.00
      585    5.3666      9.2951      21.466        0.00    0.00    0.00
      586    4.1074      9.9161      21.466        0.00    0.00    0.00
      587    2.7779      10.367      21.466        0.00    0.00    0.00
      588    1.4010      10.641      21.466        0.00    0.00    0.00
      589    0.0000      10.733      21.466        0.00    0.00    0.00
      590   -1.4010      10.641      21.466        0.00    0.00    0.00
      591   -2.7779      10.367      21.466        0.00    0.00    0.00
      592   -4.1074      9.9161      21.466        0.00    0.00    0.00
      593   -5.3666      9.2951      21.466        0.00    0.00    0.00
      594   -6.5339      8.5151      21.466        0.00    0.00    0.00
      595   -7.5895      7.5895      21.466        0.00    0.00    0.00
      596   -8.5151      6.5339      21.466        0.00    0.00    0.00
      597   -9.2951      5.3666      21.466        0.00    0.00    0.00
      598   -9.9161      4.1074      21.466        0.00    0.00    0.00
      599   -10.367      2.7779      21.466        0.00    0.00    0.00
      600   -10.641      1.4010      21.466        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      601   -10.733      0.0000      21.466        0.00    0.00    0.00
      602   -10.641     -1.4010      21.466        0.00    0.00    0.00
      603   -10.367     -2.7779      21.466        0.00    0.00    0.00
      604   -9.9161     -4.1074      21.466        0.00    0.00    0.00
      605   -9.2951     -5.3666      21.466        0.00    0.00    0.00
      606   -8.5151     -6.5339      21.466        0.00    0.00    0.00
      607   -7.5895     -7.5895      21.466        0.00    0.00    0.00
      608   -6.5339     -8.5151      21.466        0.00    0.00    0.00
      609   -5.3666     -9.2951      21.466        0.00    0.00    0.00
      610   -4.1074     -9.9161      21.466        0.00    0.00    0.00
      611   -2.7779     -10.367      21.466        0.00    0.00    0.00
      612   -1.4010     -10.641      21.466        0.00    0.00    0.00
      613    0.0000     -10.733      21.466        0.00    0.00    0.00
      614    1.4010     -10.641      21.466        0.00    0.00    0.00
      615    2.7779     -10.367      21.466        0.00    0.00    0.00
      616    4.1074     -9.9161      21.466        0.00    0.00    0.00
      617    5.3666     -9.2951      21.466        0.00    0.00    0.00
      618    6.5339     -8.5151      21.466        0.00    0.00    0.00
      619    7.5895     -7.5895      21.466        0.00    0.00    0.00
      620    8.5151     -6.5339      21.466        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      621    9.2951     -5.3666      21.466        0.00    0.00    0.00
      622    9.9161     -4.1074      21.466        0.00    0.00    0.00
      623    10.367     -2.7779      21.466        0.00    0.00    0.00
      624    10.641     -1.4010      21.466        0.00    0.00    0.00
      625    8.1785      0.0000      22.564        0.00    0.00    0.00
      626    8.1085      1.0675      22.564        0.00    0.00    0.00
      627    7.8998      2.1167      22.564        0.00    0.00    0.00
      628    7.5559      3.1298      22.564        0.00    0.00    0.00
      629    7.0828      4.0892      22.564        0.00    0.00    0.00
      630    6.4884      4.9787      22.564        0.00    0.00    0.00
      631    5.7830      5.7830      22.564        0.00    0.00    0.00
      632    4.9787      6.4884      22.564        0.00    0.00    0.00
      633    4.0892      7.0828      22.564        0.00    0.00    0.00
      634    3.1298      7.5559      22.564        0.00    0.00    0.00
      635    2.1167      7.8998      22.564        0.00    0.00    0.00
      636    1.0675      8.1085      22.564        0.00    0.00    0.00
      637    0.0000      8.1785      22.564        0.00    0.00    0.00
      638   -1.0675      8.1085      22.564        0.00    0.00    0.00
      639   -2.1167      7.8998      22.564        0.00    0.00    0.00
      640   -3.1298      7.5559      22.564        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      641   -4.0892      7.0828      22.564        0.00    0.00    0.00
      642   -4.9787      6.4884      22.564        0.00    0.00    0.00
      643   -5.7830      5.7830      22.564        0.00    0.00    0.00
      644   -6.4884      4.9787      22.564        0.00    0.00    0.00
      645   -7.0828      4.0892      22.564        0.00    0.00    0.00
      646   -7.5559      3.1298      22.564        0.00    0.00    0.00
      647   -7.8998      2.1167      22.564        0.00    0.00    0.00
      648   -8.1085      1.0675      22.564        0.00    0.00    0.00
      649   -8.1785      0.0000      22.564        0.00    0.00    0.00
      650   -8.1085     -1.0675      22.564        0.00    0.00    0.00
      651   -7.8998     -2.1167      22.564        0.00    0.00    0.00
      652   -7.5559     -3.1298      22.564        0.00    0.00    0.00
      653   -7.0828     -4.0892      22.564        0.00    0.00    0.00
      654   -6.4884     -4.9787      22.564        0.00    0.00    0.00
      655   -5.7830     -5.7830      22.564        0.00    0.00    0.00
      656   -4.9787     -6.4884      22.564        0.00    0.00    0.00
      657   -4.0892     -7.0828      22.564        0.00    0.00    0.00
      658   -3.1298     -7.5559      22.564        0.00    0.00    0.00
      659   -2.1167     -7.8998      22.564        0.00    0.00    0.00
      660   -1.0675     -8.1085      22.564        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      661    0.0000     -8.1785      22.564        0.00    0.00    0.00
      662    1.0675     -8.1085      22.564        0.00    0.00    0.00
      663    2.1167     -7.8998      22.564        0.00    0.00    0.00
      664    3.1298     -7.5559      22.564        0.00    0.00    0.00
      665    4.0892     -7.0828      22.564        0.00    0.00    0.00
      666    4.9787     -6.4884      22.564        0.00    0.00    0.00
      667    5.7830     -5.7830      22.564        0.00    0.00    0.00
      668    6.4884     -4.9787      22.564        0.00    0.00    0.00
      669    7.0828     -4.0892      22.564        0.00    0.00    0.00
      670    7.5559     -3.1298      22.564        0.00    0.00    0.00
      671    7.8998     -2.1167      22.564        0.00    0.00    0.00
      672    8.1085     -1.0675      22.564        0.00    0.00    0.00
      673    5.5141      0.0000      23.358        0.00    0.00    0.00
      674    5.4669     0.71973      23.358        0.00    0.00    0.00
      675    5.3262      1.4271      23.358        0.00    0.00    0.00
      676    5.0943      2.1101      23.358        0.00    0.00    0.00
      677    4.7753      2.7570      23.358        0.00    0.00    0.00
      678    4.3746      3.3567      23.358        0.00    0.00    0.00
      679    3.8990      3.8990      23.358        0.00    0.00    0.00
      680    3.3567      4.3746      23.358        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      681    2.7570      4.7753      23.358        0.00    0.00    0.00
      682    2.1101      5.0943      23.358        0.00    0.00    0.00
      683    1.4271      5.3262      23.358        0.00    0.00    0.00
      684   0.71973      5.4669      23.358        0.00    0.00    0.00
      685    0.0000      5.5141      23.358        0.00    0.00    0.00
      686  -0.71973      5.4669      23.358        0.00    0.00    0.00
      687   -1.4271      5.3262      23.358        0.00    0.00    0.00
      688   -2.1101      5.0943      23.358        0.00    0.00    0.00
      689   -2.7570      4.7753      23.358        0.00    0.00    0.00
      690   -3.3567      4.3746      23.358        0.00    0.00    0.00
      691   -3.8990      3.8990      23.358        0.00    0.00    0.00
      692   -4.3746      3.3567      23.358        0.00    0.00    0.00
      693   -4.7753      2.7570      23.358        0.00    0.00    0.00
      694   -5.0943      2.1101      23.358        0.00    0.00    0.00
      695   -5.3262      1.4271      23.358        0.00    0.00    0.00
      696   -5.4669     0.71973      23.358        0.00    0.00    0.00
      697   -5.5141      0.0000      23.358        0.00    0.00    0.00
      698   -5.4669    -0.71973      23.358        0.00    0.00    0.00
      699   -5.3262     -1.4271      23.358        0.00    0.00    0.00
      700   -5.0943     -2.1101      23.358        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      701   -4.7753     -2.7570      23.358        0.00    0.00    0.00
      702   -4.3746     -3.3567      23.358        0.00    0.00    0.00
      703   -3.8990     -3.8990      23.358        0.00    0.00    0.00
      704   -3.3567     -4.3746      23.358        0.00    0.00    0.00
      705   -2.7570     -4.7753      23.358        0.00    0.00    0.00
      706   -2.1101     -5.0943      23.358        0.00    0.00    0.00
      707   -1.4271     -5.3262      23.358        0.00    0.00    0.00
      708  -0.71973     -5.4669      23.358        0.00    0.00    0.00
      709    0.0000     -5.5141      23.358        0.00    0.00    0.00
      710   0.71973     -5.4669      23.358        0.00    0.00    0.00
      711    1.4271     -5.3262      23.358        0.00    0.00    0.00
      712    2.1101     -5.0943      23.358        0.00    0.00    0.00
      713    2.7570     -4.7753      23.358        0.00    0.00    0.00
      714    3.3567     -4.3746      23.358        0.00    0.00    0.00
      715    3.8990     -3.8990      23.358        0.00    0.00    0.00
      716    4.3746     -3.3567      23.358        0.00    0.00    0.00
      717    4.7753     -2.7570      23.358        0.00    0.00    0.00
      718    5.0943     -2.1101      23.358        0.00    0.00    0.00
      719    5.3262     -1.4271      23.358        0.00    0.00    0.00
      720    5.4669    -0.71973      23.358        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      721    2.7757      0.0000      23.839        0.00    0.00    0.00
      722    2.7519     0.36230      23.839        0.00    0.00    0.00
      723    2.6811     0.71839      23.839        0.00    0.00    0.00
      724    2.5644      1.0622      23.839        0.00    0.00    0.00
      725    2.4038      1.3878      23.839        0.00    0.00    0.00
      726    2.2021      1.6897      23.839        0.00    0.00    0.00
      727    1.9627      1.9627      23.839        0.00    0.00    0.00
      728    1.6897      2.2021      23.839        0.00    0.00    0.00
      729    1.3878      2.4038      23.839        0.00    0.00    0.00
      730    1.0622      2.5644      23.839        0.00    0.00    0.00
      731   0.71839      2.6811      23.839        0.00    0.00    0.00
      732   0.36230      2.7519      23.839        0.00    0.00    0.00
      733    0.0000      2.7757      23.839        0.00    0.00    0.00
      734  -0.36230      2.7519      23.839        0.00    0.00    0.00
      735  -0.71839      2.6811      23.839        0.00    0.00    0.00
      736   -1.0622      2.5644      23.839        0.00    0.00    0.00
      737   -1.3878      2.4038      23.839        0.00    0.00    0.00
      738   -1.6897      2.2021      23.839        0.00    0.00    0.00
      739   -1.9627      1.9627      23.839        0.00    0.00    0.00
      740   -2.2021      1.6897      23.839        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      741   -2.4038      1.3878      23.839        0.00    0.00    0.00
      742   -2.5644      1.0622      23.839        0.00    0.00    0.00
      743   -2.6811     0.71839      23.839        0.00    0.00    0.00
      744   -2.7519     0.36230      23.839        0.00    0.00    0.00
      745   -2.7757      0.0000      23.839        0.00    0.00    0.00
      746   -2.7519    -0.36230      23.839        0.00    0.00    0.00
      747   -2.6811    -0.71839      23.839        0.00    0.00    0.00
      748   -2.5644     -1.0622      23.839        0.00    0.00    0.00
      749   -2.4038     -1.3878      23.839        0.00    0.00    0.00
      750   -2.2021     -1.6897      23.839        0.00    0.00    0.00
      751   -1.9627     -1.9627      23.839        0.00    0.00    0.00
      752   -1.6897     -2.2021      23.839        0.00    0.00    0.00
      753   -1.3878     -2.4038      23.839        0.00    0.00    0.00
      754   -1.0622     -2.5644      23.839        0.00    0.00    0.00
      755  -0.71839     -2.6811      23.839        0.00    0.00    0.00
      756  -0.36230     -2.7519      23.839        0.00    0.00    0.00
      757    0.0000     -2.7757      23.839        0.00    0.00    0.00
      758   0.36230     -2.7519      23.839        0.00    0.00    0.00
      759   0.71839     -2.6811      23.839        0.00    0.00    0.00
      760    1.0622     -2.5644      23.839        0.00    0.00    0.00

   NODE        X           Y           Z         THXY    THYZ    THZX
      761    1.3878     -2.4038      23.839        0.00    0.00    0.00
      762    1.6897     -2.2021      23.839        0.00    0.00    0.00
      763    1.9627     -1.9627      23.839        0.00    0.00    0.00
      764    2.2021     -1.6897      23.839        0.00    0.00    0.00
      765    2.4038     -1.3878      23.839        0.00    0.00    0.00
      766    2.5644     -1.0622      23.839        0.00    0.00    0.00
      767    2.6811    -0.71839      23.839        0.00    0.00    0.00
      768    2.7519    -0.36230      23.839        0.00    0.00    0.00
      769    0.0000      0.0000      25.000        0.00    0.00    0.00
      770    0.0000      0.0000      24.000        0.00    0.00    0.00
